id;nom;prenoms;Genre;nomproduit;categorie;prixunitaire;dateachat
249;Martin;Richard;Male;Baume nourrissant pour les mains L'Occitane;Produits de soin pour les mains;1000;2022-05-12 23:03:00.0000000
250;Diop;Jumaane;Male;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2022-12-18 18:18:00.0000000
251;Bah;Fanta;Female;Jambon des Ardennes;Charcuterie;2000;2022-07-05 06:27:00.0000000
252;Diaz;Juan;Male;Sachet de sel iodé;Condiment;500;2022-07-17 18:15:00.0000000
253;Osei;Kwabena;Male;Baume après-rasage Gillette;Produits de rasage;700;2022-01-07 14:20:00.0000000
254;Jalloh;Jelani;Male;Paquet de lentilles;Alimentation;750;2022-10-09 22:35:00.0000000
255;Azikiwe;Amina;Female;Pâté de marcassin aux airelles;Charcuterie;1800;2022-05-19 20:27:00.0000000
256;Sanchez;Brooklyn;Female;Pot de moutarde;Condiment;500;2022-07-02 19:06:00.0000000
257;Lopez;Patricia;Female;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2022-01-03 02:17:00.0000000
258;King;Nicole;Female;Pâté de lapin aux noix;Charcuterie;1800;2022-05-18 10:23:00.0000000
259;Maalouf;Mohammed;Male;Shampooing hydratant Timotei;Produits de soin capillaire;1500;2022-11-05 18:54:00.0000000
260;Coleman;Billy;Male;Pot de crème hydratante Nivea;Hygiène;1500;2022-03-27 09:04:00.0000000
261;Nwadike;Nneka;Female;Tube de dentifrice Colgate;Hygiène;750;2022-01-22 17:45:00.0000000
262;Bonsu;Kwesi;Male;Pâté de canard;Charcuterie;1500;2022-03-11 01:55:00.0000000
263;Scott;Margaret;Female;Terrine de faisan aux morilles;Charcuterie;1700;2022-10-12 11:40:00.0000000
264;Scott;Adam;Male;Sachet de piment en poudre;Condiment;500;2022-06-05 17:29:00.0000000
265;Amponsah;Kwaku;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-09-21 17:17:00.0000000
266;Murphy;Jesse;Male;Rillettes de poisson;Charcuterie;1300;2022-01-16 02:08:00.0000000
267;Jenkins;Amy;Female;Sac de farine de blé;Alimentation;1500;2022-03-24 09:49:00.0000000
268;Camara;Fanta;Female;Déodorant bille fraîcheur Nivea;Produits d'hygiène;800;2022-05-10 02:42:00.0000000
269;Davis;Sarah;Female;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2022-06-02 11:55:00.0000000
270;Jenkins;Amy;Female;Sachet de sucre Daddy;Sucrerie;500;2022-07-01 09:54:00.0000000
271;Toure;Sekou;Male;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2022-06-04 10:45:00.0000000
272;Cissé;Aminata;Female;Sachet de levure chimique;Condiment;500;2022-11-16 07:45:00.0000000
273;Camara;Fatoumata;Female;Lotion tonique purifiante Neutrogena;Produits de soin pour le visage;1200;2022-05-23 12:29:00.0000000
274;Traoré;Bintou;Female;Pot de miel;Condiment;1000;2022-08-20 09:15:00.0000000
275;Rivera;Kevin;Male;Shampooing anti-pelliculaire Head & Shoulders;Produits de soin capillaire;1500;2022-08-18 15:58:00.0000000
276;Lewis;Kyle;Male;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-10-25 10:16:00.0000000
277;Phillips;Michael;Male;Baume à cuticules Sally Hansen;Produits de soin pour les ongles;1000;2022-02-21 01:14:00.0000000
278;Ward;Caleb;Male;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2022-06-06 19:22:00.0000000
279;Agyei;Kwesi;Male;Soin hydratant matifiant Vichy;Produits de soin pour le visage;2500;2022-12-31 13:14:00.0000000
280;Cook;George;Male;Rillettes de lapin;Charcuterie;1300;2022-11-07 00:08:00.0000000
281;Nwadike;Nneka;Female;Terrine de faisan aux morilles;Charcuterie;1700;2022-07-03 15:59:00.0000000
282;Onyeama;Ngozi;Female;Pain de savon Lux;Hygiène;500;2022-06-27 04:42:00.0000000
283;Rivera;Rebecca;Female;Saucisse au poivre;Charcuterie;1600;2022-10-21 01:30:00.0000000
284;Perry;Jimmy;Male;Jambon des Ardennes;Charcuterie;2000;2022-02-05 18:51:00.0000000
285;Gonzalez;Christopher;Male;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2022-03-07 11:45:00.0000000
286;Nelson;Julie;Female;Lotion tonique Nivea;Produits de soin pour le visage;1200;2022-07-25 23:43:00.0000000
287;Diallo;Fanta;Female;Terrine de marcassin;Charcuterie;1700;2022-06-18 00:23:00.0000000
288;Camara;Fanta;Female;Paquet de biscuits Oreo;Biscuits;1000;2022-03-10 01:59:00.0000000
289;Mensah;Kwadwo;Male;Paquet de chips Tortilla;Snack;1000;2022-10-24 04:47:00.0000000
290;Bah;Saidou;Male;Saucisson à la figue;Charcuterie;1600;2022-05-17 06:05:00.0000000
291;Allen;Miranda;Female;Jambon cru;Charcuterie;1700;2022-05-20 13:02:00.0000000
292;Russell;Helen;Female;Saucisse de Montbéliard;Charcuterie;1900;2022-09-26 19:15:00.0000000
293;Mohammed;Fatimah;Female;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2022-08-07 12:42:00.0000000
294;Bailey;Melissa;Female;Terrine de marcassin;Charcuterie;1700;2022-12-12 21:10:00.0000000
295;Bailey;Caroline;Female;Sac de farine de blé;Alimentation;1500;2022-12-10 18:14:00.0000000
296;Nelson;Derek;Male;Pain de savon Lux;Hygiène;500;2022-06-05 03:22:00.0000000
297;Coleman;Frances;Female;Sachet de thé vert;Thé;500;2022-09-26 23:01:00.0000000
298;Adekunle;Lamidi;Male;Gel coiffant L'Oréal;Produits de coiffure;1500;2022-02-17 11:22:00.0000000
299;King;Harper;Female;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2022-05-18 04:56:00.0000000
300;Nkrumah;Jabari;Male;Déodorant anti-transpirant Vichy;Produits d'hygiène;800;2022-02-26 23:18:00.0000000
301;Allen;Miranda;Female;Baume à cuticules Sally Hansen;Produits de soin pour les ongles;1000;2022-10-25 11:55:00.0000000
302;Richardson;Joseph;Male;Déodorant bille fraîcheur Nivea;Produits d'hygiène;800;2022-12-26 02:58:00.0000000
303;Boateng;Adjoa;Female;Paquet de pâtes Barilla;Alimentation;1000;2022-12-04 12:47:00.0000000
304;Green;Daniel;Male;Sachet de sucre roux;Sucrerie;500;2022-04-02 17:39:00.0000000
305;Perez;Monica;Female;Saucisson à la mirabelle;Charcuterie;1400;2022-04-07 00:54:00.0000000
306;Smith;Michael;Male;Coppa;Charcuterie;1600;2022-09-22 13:28:00.0000000
307;Perry;Jimmy;Male;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-04-16 09:09:00.0000000
308;Diallo;Mamadou;Male;Pâté de marcassin;Charcuterie;1900;2022-09-24 23:19:00.0000000
309;Sankoh;Amara;Male;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-11-15 22:45:00.0000000
310;Diaz;Alan;Male;Jambon de Luxeuil;Charcuterie;2000;2022-05-08 06:45:00.0000000
311;Howard;Bobby;Male;Sachet de poudre de curry;Condiment;500;2022-10-05 08:43:00.0000000
312;Keita;Fatima;Female;Déodorant stick Narta;Produits d'hygiène;800;2022-07-26 23:36:00.0000000
313;Ibrahim;Aisha;Female;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2022-02-20 12:44:00.0000000
314;Nelson;Edward;Male;Pâté de marcassin aux champignons;Charcuterie;1800;2022-04-16 16:41:00.0000000
315;Perez;William;Male;Rillettes de truite;Charcuterie;1500;2022-06-25 13:33:00.0000000
316;Nkrumah;Fatima;Female;Boîte de céréales pour petit déjeuner;Alimentation;1500;2022-02-25 22:18:00.0000000
317;Hill;Anthony;Male;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2022-08-22 01:55:00.0000000
318;Mohammed;Fatimah;Female;Jambon cru;Charcuterie;1700;2022-05-21 12:46:00.0000000
319;Ibrahim;Fatimah;Female;Jambon de Luxeuil;Charcuterie;2000;2022-07-17 21:57:00.0000000
320;Anang;Kwesi;Male;Démaquillant pour les yeux Nivea;Produits de démaquillage;1200;2022-08-31 11:20:00.0000000
321;Henderson;Sara;Female;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-01-24 21:00:00.0000000
322;Cox;Aria;Female;Saucisson à la pistache;Charcuterie;1400;2022-04-03 22:09:00.0000000
323;Sow;Binta;Female;Barre de chocolat Milka;Chocolat;750;2022-01-30 08:24:00.0000000
324;Maalouf;Mohammed;Male;Terrine de pigeon;Charcuterie;1700;2022-03-06 09:37:00.0000000
325;Mensah;Osei;Male;Saucisse au poivre;Charcuterie;1600;2022-07-23 21:58:00.0000000
326;Bah;Saidou;Male;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2022-06-06 16:48:00.0000000
327;Evans;Jeremy;Male;Crème hydratante Nivea;Produits de soin pour le corps;1000;2022-07-31 15:17:00.0000000
328;Sise;Omaru;Male;Jambon de Paris;Charcuterie;1400;2022-11-18 19:29:00.0000000
329;Abubakar;Aisha;Female;Sachet de graines de sésame;Condiment;750;2022-06-01 00:04:00.0000000
330;Thompson;Anna;Female;Saucisse de porc;Charcuterie;1600;2022-12-04 07:29:00.0000000
331;Okonkwo;Chinwe;Male;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2022-08-05 20:45:00.0000000
332;Mensah;Abigail;Female;Sachet de graines de sésame;Condiment;750;2022-04-09 23:41:00.0000000
333;Camara;Oumar;Male;Terrine de sanglier;Charcuterie;1700;2022-07-11 15:23:00.0000000
334;Maalouf;Mohammed;Male;Baume nourrissant pour les mains L'Occitane;Produits de soin pour les mains;1000;2022-02-22 00:54:00.0000000
335;Amoako;Kwasi;Male;Lingettes rafraîchissantes pour le visage Nivea;Produits de démaquillage;800;2022-04-24 11:22:00.0000000
336;Wright;Nancy;Female;Paquet de pâtes Barilla;Alimentation;1000;2022-10-17 06:17:00.0000000
337;Lee;Matthew;Male;Dentifrice bio Logodent;Produits d'hygiène dentaire;500;2022-10-07 07:32:00.0000000
338;Stewart;Christopher;Male;Crème anti-cellulite Garnier;Produits de soin pour le corps;2000;2022-01-31 14:13:00.0000000
339;Turner;Taylor;Female;Sachet de riz Mama Africa;Alimentation;2000;2022-09-26 13:43:00.0000000
340;Smith;Michael;Male;Terrine de faisan;Charcuterie;1700;2022-07-30 13:06:00.0000000
341;Williams;Emma;Female;Saucisson de Lyon;Charcuterie;1400;2022-06-27 02:50:00.0000000
342;Garcia;Ashley;Female;Rillettes de poisson;Charcuterie;1300;2022-03-21 20:28:00.0000000
343;Jalloh;Jelani;Male;Mortadelle;Charcuterie;1700;2022-10-15 09:41:00.0000000
344;Cox;Aria;Female;Saucisson à l'Espelette;Charcuterie;1400;2022-11-11 14:14:00.0000000
345;Abubakar;Aisha;Female;Terrine de biche;Charcuterie;1700;2022-01-31 15:13:00.0000000
346;Martinez;Ashley;Female;Démaquillant pour les yeux Nivea;Produits de démaquillage;1200;2022-09-20 08:45:00.0000000
347;Carter;Rebecca;Female;Jambon de Montagne Noire;Charcuterie;2000;2022-02-15 02:35:00.0000000
348;Okafor;Amaechi;Female;Lotion tonique adoucissante Garnier;Produits de soin pour le visage;1200;2022-02-12 16:30:00.0000000
349;Lee;James;Male;Boîte de thé matcha;Thé;1500;2022-05-21 00:35:00.0000000
350;Eze;Chukwudi;Male;Jambon de Montagne Noire;Charcuterie;2000;2022-07-02 04:28:00.0000000
351;Young;Thomas;Male;Saucisson au genièvre;Charcuterie;1400;2022-08-18 17:31:00.0000000
352;Scott;Alexis;Female;Pot de mayonnaise Amora;Condiment;1000;2022-03-28 01:27:00.0000000
353;Cissé;Aminata;Female;Baume après-rasage hydratant Nivea;Produits de rasage;700;2022-04-29 01:01:00.0000000
354;Martinez;Joshua;Male;Boîte de thé matcha;Thé;1500;2022-03-29 12:46:00.0000000
355;Coleman;Billy;Male;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2022-01-27 21:05:00.0000000
356;Price;Scarlett;Female;Pâté de canard;Charcuterie;1500;2022-07-01 21:32:00.0000000
357;Nkrumah;Yaa;Female;Sachet de sucre Daddy;Sucrerie;500;2022-05-21 07:18:00.0000000
358;Baker;Eli;Male;Saucisse de volaille;Charcuterie;1600;2022-10-16 02:12:00.0000000
359;King;Kevin;Male;Boudin blanc;Charcuterie;1400;2022-11-10 02:05:00.0000000
360;Wright;Christian;Male;Paquet de popcorn sucré;Snack;750;2022-12-16 20:57:00.0000000
361;Murphy;Avery;Female;Rillettes de saumon;Charcuterie;1500;2022-12-12 00:41:00.0000000
362;Mensah;Abigail;Female;Boîte de haricots verts en conserve;Condiment;750;2022-12-06 02:53:00.0000000
363;Russell;Wyatt;Male;Gel coiffant L'Oréal;Produits de coiffure;1500;2022-03-29 06:15:00.0000000
364;Bonsu;Osei;Male;Sachet de thé à la menthe;Thé;500;2022-05-24 09:16:00.0000000
365;Campbell;Michelle;Female;Saucisson à l'ail;Charcuterie;1300;2022-09-16 06:05:00.0000000
366;Adekunle;Lamidi;Male;Crème apaisante après-soleil Nivea;Produits de protection solaire;2000;2022-06-04 15:51:00.0000000
367;Dlamini;Nkosi;Male;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2022-04-28 12:38:00.0000000
368;Nwadike;Nneka;Female;Lotion anti-âge pour le visage L'Oréal;Produits de soin pour le visage;1200;2022-10-19 07:43:00.0000000
369;Camara;Fatou;Female;Jambon de la Dombes;Charcuterie;2000;2022-09-09 15:50:00.0000000
370;Kamara;Jamila;Female;Jambon de Paris;Charcuterie;1400;2022-01-30 01:46:00.0000000
371;Ibrahim;Aisha;Female;Baume pour les lèvres Carmex;Produits de soin des lèvres;700;2022-01-06 12:14:00.0000000
372;Traoré;Sadia;Female;Pot de sauce barbecue;Condiment;1000;2022-10-06 14:03:00.0000000
373;Foster;Madison;Female;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-01-17 09:33:00.0000000
374;Mensah;Kwadwo;Male;Rillettes de canard au poivre vert;Charcuterie;1500;2022-06-21 00:07:00.0000000
375;Ross;Allison;Female;Saucisse de Toulouse;Charcuterie;1600;2022-06-30 05:18:00.0000000
376;Sow;Binta;Female;Sachet de riz Mama Africa;Alimentation;2000;2022-05-12 16:02:00.0000000
377;Diop;Sekou;Male;Shampooing volumateur Timotei;Produits de soin capillaire;1500;2022-10-29 15:32:00.0000000
378;King;Betty;Female;Paquet de chips Pringles;Snack;1000;2022-09-25 16:12:00.0000000
379;Wright;Sebastian;Male;Sachet de levure chimique;Condiment;500;2022-04-13 03:15:00.0000000
380;Hill;Anthony;Male;Jambon de Bayonne;Charcuterie;1900;2022-07-29 16:48:00.0000000
381;Coleman;Kristen;Female;Déodorant anti-transpirant Vichy;Produits d'hygiène;800;2022-08-23 05:59:00.0000000
382;Martinez;Taylor;Female;Saucisse de Morteau;Charcuterie;1600;2022-12-27 09:42:00.0000000
383;Johnson;Alex;Male;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2022-10-26 12:16:00.0000000
384;Collins;Steven;Male;Masque capillaire Garnier;Produits de soin capillaire;1800;2022-11-07 11:27:00.0000000
385;Rivera;Kimberly;Female;Sachet de graines de sésame;Condiment;750;2022-12-27 02:59:00.0000000
386;Lewis;Daniel;Male;Saucisse de porc;Charcuterie;1600;2022-02-10 06:50:00.0000000
387;Bailey;Heather;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-02-21 18:37:00.0000000
388;Maalouf;Mohammed;Male;Paquet de riz complet;Alimentation;1500;2022-10-19 23:07:00.0000000
389;Nwachukwu;Chinelo;Female;Baume après-rasage hydratant Nivea;Produits de rasage;700;2022-01-02 09:12:00.0000000
390;Osei;Kwabena;Male;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2022-10-25 04:15:00.0000000
391;Wilson;James;Male;Shampooing volumisant Schwarzkopf;Produits de soin capillaire;1800;2022-10-25 22:20:00.0000000
392;Jalloh;Saidi;Male;Saucisse de porc;Charcuterie;1600;2022-07-24 14:53:00.0000000
393;Anderson;Matthew;Male;Pot de moutarde;Condiment;500;2022-01-12 11:59:00.0000000
394;Boateng;Adjoa;Female;Terrine de lapin;Charcuterie;1600;2022-02-23 08:53:00.0000000
395;Diaz;Martha;Female;Paquet de biscuits Petit Beurre;Biscuits;1000;2022-03-19 10:40:00.0000000
396;Jones;Liam;Male;Paquet de café Nescafé;Café;1500;2022-07-23 16:05:00.0000000
397;Camara;Oumar;Male;Sachet de graines de chia;Condiment;1000;2022-11-24 10:11:00.0000000
398;Jalloh;Saidi;Male;Sachet de grains de café arabica;Café;1000;2022-05-24 09:39:00.0000000
399;Hernandez;Andrew;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2022-05-11 12:35:00.0000000
400;Mensah;Kwame;Male;Paquet de lentilles;Alimentation;750;2022-05-19 19:13:00.0000000
401;Onyeama;Ngozi;Female;Pâté de perdreau;Charcuterie;1800;2022-02-10 22:28:00.0000000
402;Lopez;Jasmine;Female;Rillettes de lapin;Charcuterie;1300;2022-11-15 12:09:00.0000000
403;Turner;Ryan;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2022-05-31 14:15:00.0000000
404;Adewale;Babatunde;Male;Saucisse de volaille;Charcuterie;1600;2022-09-15 23:31:00.0000000
405;Robinson;Philip;Male;Sachet de chips au fromage;Snack;1000;2022-09-27 03:57:00.0000000
406;Barnes;Samantha;Female;Paquet de couches Pampers;Hygiène;2500;2022-10-11 23:07:00.0000000
407;Nkrumah;Jabari;Male;Saucisson aux noisettes;Charcuterie;1400;2022-08-10 00:06:00.0000000
408;Adewale;Chiamaka;Female;Rillettes de thon à la coriandre;Charcuterie;1500;2022-03-26 03:30:00.0000000
409;Clark;Isaac;Male;Pâté de marcassin;Charcuterie;1900;2022-10-08 08:16:00.0000000
410;Russell;Kayla;Female;Sachet de thé vert;Thé;500;2022-12-13 03:16:00.0000000
411;Abubakar;Nneka;Female;Jambon de Vendée;Charcuterie;1500;2022-06-12 20:05:00.0000000
412;Edwards;Grace;Female;Saucisson à l'Armagnac;Charcuterie;1400;2022-09-19 10:33:00.0000000
413;Hughes;Melissa;Female;Shampooing doux sans sulfates Timotei;Produits de soin capillaire;1500;2022-08-01 12:46:00.0000000
414;Diop;Sekou;Male;Paquet de café Nescafé;Café;1500;2022-05-28 17:44:00.0000000
415;Ibrahim;Aisha;Female;Sachet de sucre Daddy;Sucrerie;500;2022-12-19 23:53:00.0000000
416;Russell;Helen;Female;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-12-18 03:19:00.0000000
417;Flores;Lindsey;Female;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2022-08-11 13:25:00.0000000
418;Wood;Jason;Male;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2022-11-19 17:15:00.0000000
419;Nkrumah;Zara;Female;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2022-12-31 08:48:00.0000000
420;Turner;Olivia;Female;Bouteille d'huile Aya;Huile;3750;2022-01-16 08:02:00.0000000
421;Dlamini;Ayanda;Female;Jambon des Ardennes;Charcuterie;2000;2022-10-26 21:19:00.0000000
422;Mensah;Osei;Male;Saucisse de Lyon;Charcuterie;1600;2022-08-16 16:58:00.0000000
423;Chukwu;Obinna;Male;Rillettes de lapin;Charcuterie;1300;2022-05-10 23:13:00.0000000
424;Camara;Fatou;Female;Baume réparateur pour les lèvres Bepanthen;Produits de soin des lèvres;700;2022-02-08 02:50:00.0000000
425;Camara;Fatoumata;Female;Saucisson à la pistache;Charcuterie;1400;2022-02-12 12:13:00.0000000
426;Osei;Kwabena;Male;Pot de mayonnaise Amora;Condiment;1000;2022-10-31 02:13:00.0000000
427;Eze;Ngozi;Female;Saucisson au genièvre;Charcuterie;1400;2022-05-16 05:18:00.0000000
428;Amponsah;Kwaku;Male;Paquet de biscottes;Biscuits;750;2022-01-19 21:19:00.0000000
429;Agyei;Kwesi;Male;Sachet de paprika;Condiment;500;2022-02-26 13:31:00.0000000
430;Diop;Emeka;Male;Pot de crème hydratante Nivea;Hygiène;1500;2022-05-01 04:25:00.0000000
431;Chukwu;Obinna;Male;Coppa;Charcuterie;1600;2022-07-01 06:13:00.0000000
432;Abubakar;Musa;Male;Gel coiffant effet mat Axe;Produits de coiffure;1500;2022-05-18 21:19:00.0000000
433;Cissé;Aminata;Female;Pâté de volaille;Charcuterie;1200;2022-09-24 21:35:00.0000000
434;Ba;Adama;Female;Pot de crème dessert Danette;Dessert;1000;2022-01-12 11:37:00.0000000
435;Agyeman;Abena;Female;Saucisse sèche;Charcuterie;1700;2022-12-23 08:14:00.0000000
436;Rodriguez;Lisa;Female;Bouteille de bière Guinness;Bière;1000;2022-07-20 23:11:00.0000000
437;Ward;Carol;Female;Pâté de chevreuil;Charcuterie;1800;2022-03-30 05:43:00.0000000
438;Bello;Idris;Male;Lait hydratant pour le corps Johnson's;Produits de soin pour le corps;1000;2022-06-21 07:04:00.0000000
439;Bonsu;Osei;Male;Bouteille de Jack Daniel;Liqueur;5000;2022-05-20 21:43:00.0000000
440;Asante;Kwame;Male;Soin hydratant matifiant Vichy;Produits de soin pour le visage;2500;2022-05-15 02:16:00.0000000
441;Abubakar;Aisha;Female;Sac de croquettes pour chien Pedigree;Animaux;2000;2022-08-13 12:08:00.0000000
442;Chukwu;Obinna;Male;Dentifrice bio blanchissant Lavera;Produits d'hygiène dentaire;500;2022-01-23 16:36:00.0000000
443;Maalouf;Mohammed;Male;Jambon du Bourbonnais;Charcuterie;2000;2022-05-20 04:30:00.0000000
444;Wright;Sebastian;Male;Boîte de céréales pour petit déjeuner;Alimentation;1500;2022-09-25 23:29:00.0000000
445;Martinez;Maria;Female;Rillettes de canard;Charcuterie;1400;2022-03-01 01:31:00.0000000
446;Scott;Ronald;Male;Shampooing hydratant Timotei;Produits de soin capillaire;1500;2022-05-13 11:47:00.0000000
447;Taylor;Claire;Female;Rillettes de thon à l'huile d'olive;Charcuterie;1500;2022-04-30 21:07:00.0000000
448;Sow;Adiza;Female;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2022-05-02 20:55:00.0000000
